99999 1 2
53402 93196 53402 1
17252 34503 17252 1
90674 18652 90674 1
92745 14510 92745 1
55438 89124 55438 1
37371 74741 37371 1
78738 42524 78738 1
39268 78535 39268 1
38473 76945 38473 1
7997 15993 7997 1
22119 44237 22119 1
62292 75416 62292 1
19937 39873 19937 1
31997 63993 31997 1
35734 71467 35734 1
14323 28645 14323 1
25278 50555 25278 1
88667 22666 88667 1
62817 74366 62817 1
71131 57738 71131 1
46232 92463 46232 1
75315 49370 75315 1
79680 40640 79680 1
9453 18905 9453 1
48430 96859 48430 1
87966 24068 87966 1
61046 77908 61046 1
27055 54109 27055 1
62503 74994 62503 1
61752 76496 61752 1
38439 76877 38439 1
20893 41785 20893 1
33843 67685 33843 1
14435 28869 14435 1
67570 64860 67570 1
93685 12630 93685 1
57477 85046 57477 1
58735 82530 58735 1
50304 99392 50304 1
39747 79493 39747 1
7607 15213 7607 1
26003 52005 26003 1
35739 71477 35739 1
41912 83823 41912 1
74831 50338 74831 1
48943 97885 48943 1
15185 30369 15185 1
940 1879 940 1
21592 43183 21592 1
75303 49394 75303 1
86967 26066 86967 1
55280 89440 55280 1
48379 96757 48379 1
28450 56899 28450 1
69914 60172 69914 1
94704 10592 94704 1
36051 72101 36051 1
78609 42782 78609 1
48949 97897 48949 1
54519 90962 54519 1
27372 54743 27372 1
99513 974 99513 1
28519 57037 28519 1
24234 48467 24234 1
45345 90689 45345 1
89847 20306 89847 1
62958 74084 62958 1
71269 57462 71269 1
72898 54204 72898 1
94605 10790 94605 1
26878 53755 26878 1
13307 26613 13307 1
3355 6709 3355 1
15232 30463 15232 1
49400 98799 49400 1
74376 51248 74376 1
92858 14284 92858 1
95325 9350 95325 1
39084 78167 39084 1
74765 50470 74765 1
96778 6444 96778 1
1015 2029 1015 1
16291 32581 16291 1
25878 51755 25878 1
2035 4069 2035 1
75227 49546 75227 1
89267 21466 89267 1
25425 50849 25425 1
75111 49778 75111 1
58773 82454 58773 1
82663 34674 82663 1
23193 46385 23193 1
77203 45594 77203 1
55529 88942 55529 1
43364 86727 43364 1
14327 28653 14327 1
66608 66784 66608 1
52128 95744 52128 1
62715 74570 62715 1
68304 63392 68304 1
33722 67443 33722 1
68041 63918 68041 1
49064 98127 49064 1
88023 23954 88023 1
29515 59029 29515 1
73471 53058 73471 1
64491 71018 64491 1
17397 34793 17397 1
38556 77111 38556 1
32962 65923 32962 1
53210 93580 53210 1
67382 65236 67382 1
73608 52784 73608 1
15665 31329 15665 1
92335 15330 92335 1
32939 65877 32939 1
70173 59654 70173 1
15296 30591 15296 1
26842 53683 26842 1
51713 96574 51713 1
3201 6401 3201 1
34896 69791 34896 1
89694 20612 89694 1
24266 48531 24266 1
98267 3466 98267 1
22371 44741 22371 1
54317 91366 54317 1
95784 8432 95784 1
79029 41942 79029 1
21221 42441 21221 1
57712 84576 57712 1
10211 20421 10211 1
91081 17838 91081 1
69354 61292 69354 1
92508 14984 92508 1
91053 17894 91053 1
48979 97957 48979 1
64823 70354 64823 1
67188 65624 67188 1
69385 61230 69385 1
31935 63869 31935 1
21709 43417 21709 1
12599 25197 12599 1
28189 56377 28189 1
8408 16815 8408 1
64756 70488 64756 1
92123 15754 92123 1
5326 10651 5326 1
13554 27107 13554 1
95346 9308 95346 1
95528 8944 95528 1
86709 26582 86709 1
73961 52078 73961 1
23630 47259 23630 1
59065 81870 59065 1
8874 17747 8874 1
59728 80544 59728 1
93650 12700 93650 1
63903 72194 63903 1
95564 8872 95564 1
76492 47016 76492 1
93695 12610 93695 1
96263 7474 96263 1
45584 91167 45584 1
79613 40774 79613 1
22097 44193 22097 1
2081 4161 2081 1
72879 54242 72879 1
57519 84962 57519 1
95157 9686 95157 1
45677 91353 45677 1
44983 89965 44983 1
37577 75153 37577 1
11922 23843 11922 1
11161 22321 11161 1
70058 59884 70058 1
46476 92951 46476 1
13102 26203 13102 1
64540 70920 64540 1
54821 90358 54821 1
91637 16726 91637 1
98417 3166 98417 1
81964 36072 81964 1
68161 63678 68161 1
65702 68596 65702 1
79226 41548 79226 1
19663 39325 19663 1
1153 2305 1153 1
17411 34821 17411 1
53081 93838 53081 1
21159 42317 21159 1
86230 27540 86230 1
44491 88981 44491 1
30909 61817 30909 1
43807 87613 43807 1
42494 84987 42494 1
64572 70856 64572 1
63346 73308 63346 1
54028 91944 54028 1
26117 52233 26117 1
81244 37512 81244 1
33391 66781 33391 1
34361 68721 34361 1
35133 70265 35133 1
44303 88605 44303 1
55215 89570 55215 1
72110 55780 72110 1
58663 82674 58663 1
38279 76557 38279 1
3717 7433 3717 1
83011 33978 83011 1
23046 46091 23046 1
11156 22311 11156 1
11816 23631 11816 1
29293 58585 29293 1
36975 73949 36975 1
13092 26183 13092 1
64173 71654 64173 1
60619 78762 60619 1
2160 4319 2160 1
68165 63670 68165 1
33131 66261 33131 1
45733 91465 45733 1
87820 24360 87820 1
73946 52108 73946 1
30845 61689 30845 1
23816 47631 23816 1
11441 22881 11441 1
16983 33965 16983 1
77841 44318 77841 1
62844 74312 62844 1
4650 9299 4650 1
24478 48955 24478 1
46789 93577 46789 1
29114 58227 29114 1
50483 99034 50483 1
6151 12301 6151 1
68330 63340 68330 1
84727 30546 84727 1
4199 8397 4199 1
99301 1398 99301 1
12866 25731 12866 1
97043 5914 97043 1
54597 90806 54597 1
88209 23582 88209 1
73408 53184 73408 1
23974 47947 23974 1
28616 57231 28616 1
32385 64769 32385 1
54441 91118 54441 1
99114 1772 99114 1
46400 92799 46400 1
63175 73650 63175 1
29630 59259 29630 1
80888 38224 80888 1
8588 17175 8588 1
51862 96276 51862 1
11758 23515 11758 1
81806 36388 81806 1
75545 48910 75545 1
41284 82567 41284 1
28478 56955 28478 1
39970 79939 39970 1
46334 92667 46334 1
83524 32952 83524 1
10888 21775 10888 1
53476 93048 53476 1
95977 8046 95977 1
24054 48107 24054 1
72904 54192 72904 1
55373 89254 55373 1
22430 44859 22430 1
3852 7703 3852 1
49976 99951 49976 1
87142 25716 87142 1
58813 82374 58813 1
77872 44256 77872 1
10384 20767 10384 1
45396 90791 45396 1
32099 64197 32099 1
75080 49840 75080 1
25902 51803 25902 1
43393 86785 43393 1
77475 45050 77475 1
91316 17368 91316 1
78158 43684 78158 1
19939 39877 19939 1
58641 82718 58641 1
296 591 296 1
41870 83739 41870 1
27412 54823 27412 1
70570 58860 70570 1
84230 31540 84230 1
37005 74009 37005 1
43301 86601 43301 1
68303 63394 68303 1
72019 55962 72019 1
51410 97180 51410 1
1691 3381 1691 1
9781 19561 9781 1
3012 6023 3012 1
1240 2479 1240 1
45462 90923 45462 1
88473 23054 88473 1
89202 21596 89202 1
72695 54610 72695 1
64928 70144 64928 1
46179 92357 46179 1
90873 18254 90873 1
11233 22465 11233 1
45789 91577 45789 1
26937 53873 26937 1
21218 42435 21218 1
78013 43974 78013 1
19057 38113 19057 1
49362 98723 49362 1
80868 38264 80868 1
25720 51439 25720 1
54784 90432 54784 1
57596 84808 57596 1
26699 53397 26699 1
32198 64395 32198 1
96006 7988 96006 1
85056 29888 85056 1
36728 73455 36728 1
60674 78652 60674 1
7134 14267 7134 1
89233 21534 89233 1
21205 42409 21205 1
78890 42220 78890 1
19691 39381 19691 1
46191 92381 46191 1
16631 33261 16631 1
2289 4577 2289 1
77773 44454 77773 1
85232 29536 85232 1
96666 6668 96666 1
62857 74286 62857 1
68412 63176 68412 1
70440 59120 70440 1
28200 56399 28200 1
92721 14558 92721 1
69207 61586 69207 1
79002 41996 79002 1
63757 72486 63757 1
99568 864 99568 1
63426 73148 63426 1
73237 53526 73237 1
77538 44924 77538 1
80720 38560 80720 1
56007 87986 56007 1
15813 31625 15813 1
17491 34981 17491 1
16330 32659 16330 1
85047 29906 85047 1
41425 82849 41425 1
48671 97341 48671 1
28967 57933 28967 1
38811 77621 38811 1
98784 2432 98784 1
79629 40742 79629 1
77797 44406 77797 1
81548 36904 81548 1
44887 89773 44887 1
614 1227 614 1
36320 72639 36320 1
20926 41851 20926 1
68676 62648 68676 1
46916 93831 46916 1
41898 83795 41898 1
33697 67393 33697 1
1116 2231 1116 1
42089 84177 42089 1
35649 71297 35649 1
67998 64004 67998 1
52807 94386 52807 1
70050 59900 70050 1
44001 88001 44001 1
81834 36332 81834 1
83826 32348 83826 1
77424 45152 77424 1
15143 30285 15143 1
25036 50071 25036 1
8570 17139 8570 1
51732 96536 51732 1
747 1493 747 1
83886 32228 83886 1
15180 30359 15180 1
66067 67866 66067 1
52875 94250 52875 1
79391 41218 79391 1
66884 66232 66884 1
95146 9708 95146 1
59638 80724 59638 1
66648 66704 66648 1
343 685 343 1
36918 73835 36918 1
49019 98037 49019 1
24285 48569 24285 1
63106 73788 63106 1
46793 93585 46793 1
74063 51874 74063 1
22584 45167 22584 1
65337 69326 65337 1
70711 58578 70711 1
56285 87430 56285 1
96725 6550 96725 1
93107 13786 93107 1
58227 83546 58227 1
32004 64007 32004 1
51885 96230 51885 1
57391 85218 57391 1
85977 28046 85977 1
35935 71869 35935 1
11659 23317 11659 1
3469 6937 3469 1
62730 74540 62730 1
54604 90792 54604 1
96082 7836 96082 1
29481 58961 29481 1
49884 99767 49884 1
83075 33850 83075 1
69075 61850 69075 1
94216 11568 94216 1
74320 51360 74320 1
35599 71197 35599 1
60194 79612 60194 1
20550 41099 20550 1
11043 22085 11043 1
86883 26234 86883 1
62622 74756 62622 1
5818 11635 5818 1
16885 33769 16885 1
36011 72021 36011 1
22699 45397 22699 1
66975 66050 66975 1
44921 89841 44921 1
45812 91623 45812 1
91046 17908 91046 1
96579 6842 96579 1
31549 63097 31549 1
10725 21449 10725 1
58874 82252 58874 1
84194 31612 84194 1
20671 41341 20671 1
31094 62187 31094 1
52016 95968 52016 1
81098 37804 81098 1
82525 34950 82525 1
95974 8052 95974 1
86194 27612 86194 1
44105 88209 44105 1
4666 9331 4666 1
36792 73583 36792 1
52340 95320 52340 1
87455 25090 87455 1
31218 62435 31218 1
17035 34069 17035 1
64783 70434 64783 1
30635 61269 30635 1
75433 49134 75433 1
28137 56273 28137 1
13916 27831 13916 1
30816 61631 30816 1
99095 1810 99095 1
19322 38643 19322 1
70831 58338 70831 1
14585 29169 14585 1
81333 37334 81333 1
34580 69159 34580 1
32867 65733 32867 1
2616 5231 2616 1
56278 87444 56278 1
78034 43932 78034 1
76190 47620 76190 1
63837 72326 63837 1
62848 74304 62848 1
73897 52206 73897 1
58079 83842 58079 1
58054 83892 58054 1
52577 94846 52577 1
63087 73826 63087 1
25600 51199 25600 1
70805 58390 70805 1
52741 94518 52741 1
84017 31966 84017 1
80178 39644 80178 1
63310 73380 63310 1
91130 17740 91130 1
49995 99989 49995 1
54909 90182 54909 1
36907 73813 36907 1
13478 26955 13478 1
57568 84864 57568 1
24656 49311 24656 1
23491 46981 23491 1
64791 70418 64791 1
96085 7830 96085 1
98324 3352 98324 1
99888 224 99888 1
29336 58671 29336 1
22702 45403 22702 1
42624 85247 42624 1
44635 89269 44635 1
64090 71820 64090 1
97663 4674 97663 1
32317 64633 32317 1
40201 80401 40201 1
15545 31089 15545 1
19768 39535 19768 1
58992 82016 58992 1
95824 8352 95824 1
69486 61028 69486 1
4396 8791 4396 1
12913 25825 12913 1
37999 75997 37999 1
82530 34940 82530 1
7888 15775 7888 1
23510 47019 23510 1
87852 24296 87852 1
82022 35956 82022 1
4613 9225 4613 1
46015 92029 46015 1
65464 69072 65464 1
35668 71335 35668 1
77501 44998 77501 1
97809 4382 97809 1
19106 38211 19106 1
32850 65699 32850 1
44378 88755 44378 1
93479 13042 93479 1
14257 28513 14257 1
80048 39904 80048 1
1104 2207 1104 1
3173 6345 3173 1
26272 52543 26272 1
96939 6122 96939 1
47845 95689 47845 1
7254 14507 7254 1
20098 40195 20098 1
76758 46484 76758 1
30925 61849 30925 1
41979 83957 41979 1
78256 43488 78256 1
35669 71337 35669 1
97252 5496 97252 1
34271 68541 34271 1
19592 39183 19592 1
78012 43976 78012 1
25441 50881 25441 1
84132 31736 84132 1
76295 47410 76295 1
78175 43650 78175 1
72889 54222 72889 1
33728 67455 33728 1
22957 45913 22957 1
39633 79265 39633 1
13186 26371 13186 1
32955 65909 32955 1
99850 300 99850 1
75116 49768 75116 1
48167 96333 48167 1
57953 84094 57953 1
52288 95424 52288 1
62506 74988 62506 1
84040 31920 84040 1
72140 55720 72140 1
41630 83259 41630 1
84214 31572 84214 1
39033 78065 39033 1
98439 3122 98439 1
63506 72988 63506 1
12751 25501 12751 1
53332 93336 53332 1
27638 55275 27638 1
6584 13167 6584 1
22219 44437 22219 1
14397 28793 14397 1
63440 73120 63440 1
86429 27142 86429 1
17261 34521 17261 1
58036 83928 58036 1
97749 4502 97749 1
16310 32619 16310 1
78060 43880 78060 1
71133 57734 71133 1
79588 40824 79588 1
76729 46542 76729 1
53351 93298 53351 1
68960 62080 68960 1
64181 71638 64181 1
62612 74776 62612 1
41469 82937 41469 1
78666 42668 78666 1
6372 12743 6372 1
36385 72769 36385 1
57715 84570 57715 1
82812 34376 82812 1
86478 27044 86478 1
54195 91610 54195 1
18219 36437 18219 1
83657 32686 83657 1
43241 86481 43241 1
4235 8469 4235 1
11519 23037 11519 1
32714 65427 32714 1
80464 39072 80464 1
38171 76341 38171 1
8486 16971 8486 1
69934 60132 69934 1
50623 98754 50623 1
70045 59910 70045 1
54965 90070 54965 1
72966 54068 72966 1
85026 29948 85026 1
7367 14733 7367 1
37487 74973 37487 1
37158 74315 37158 1
25844 51687 25844 1
98790 2420 98790 1
87697 24606 87697 1
8448 16895 8448 1
8972 17943 8972 1
20532 41063 20532 1
50754 98492 50754 1
49184 98367 49184 1
15862 31723 15862 1
65370 69260 65370 1
32322 64643 32322 1
55017 89966 55017 1
12879 25757 12879 1
59567 80866 59567 1
55498 89004 55498 1
10458 20915 10458 1
66973 66054 66973 1
40690 81379 40690 1
66443 67114 66443 1
85107 29786 85107 1
6559 13117 6559 1
88838 22324 88838 1
73207 53586 73207 1
30167 60333 30167 1
87921 24158 87921 1
76816 46368 76816 1
57906 84188 57906 1
86597 26806 86597 1
81067 37866 81067 1
92150 15700 92150 1
52866 94268 52866 1
77152 45696 77152 1
23684 47367 23684 1
45215 90429 45215 1
53597 92806 53597 1
94265 11470 94265 1
82272 35456 82272 1
15406 30811 15406 1
83028 33944 83028 1
38908 77815 38908 1
57386 85228 57386 1
4061 8121 4061 1
13782 27563 13782 1
42364 84727 42364 1
14865 29729 14865 1
56999 86002 56999 1
10852 21703 10852 1
24220 48439 24220 1
15392 30783 15392 1
30114 60227 30114 1
55539 88922 55539 1
50248 99504 50248 1
67231 65538 67231 1
45666 91331 45666 1
94623 10754 94623 1
10703 21405 10703 1
75342 49316 75342 1
49747 99493 49747 1
81047 37906 81047 1
2863 5725 2863 1
13744 27487 13744 1
12063 24125 12063 1
96861 6278 96861 1
94625 10750 94625 1
28449 56897 28449 1
54542 90916 54542 1
62966 74068 62966 1
49852 99703 49852 1
32399 64797 32399 1
2261 4521 2261 1
9368 18735 9368 1
41147 82293 41147 1
13700 27399 13700 1
34502 69003 34502 1
39819 79637 39819 1
43642 87283 43642 1
80192 39616 80192 1
33740 67479 33740 1
34983 69965 34983 1
90660 18680 90660 1
20087 40173 20087 1
11029 22057 11029 1
63964 72072 63964 1
43595 87189 43595 1
5185 10369 5185 1
99920 160 99920 1
70445 59110 70445 1
85804 28392 85804 1
25084 50167 25084 1
16644 33287 16644 1
83731 32538 83731 1
59242 81516 59242 1
12311 24621 12311 1
5423 10845 5423 1
95215 9570 95215 1
12223 24445 12223 1
54355 91290 54355 1
72787 54426 72787 1
58111 83778 58111 1
50879 98242 50879 1
44766 89531 44766 1
13718 27435 13718 1
92821 14358 92821 1
47722 95443 47722 1
10045 20089 10045 1
71846 56308 71846 1
48148 96295 48148 1
50512 98976 50512 1
51586 96828 51586 1
96383 7234 96383 1
51452 97096 51452 1
7417 14833 7417 1
14285 28569 14285 1
94237 11526 94237 1
43634 87267 43634 1
82678 34644 82678 1
66647 66706 66647 1
88446 23108 88446 1
42712 85423 42712 1
7669 15337 7669 1
92515 14970 92515 1
67324 65352 67324 1
16481 32961 16481 1
2077 4153 2077 1
54114 91772 54114 1
90105 19790 90105 1
97296 5408 97296 1
19796 39591 19796 1
14223 28445 14223 1
39637 79273 39637 1
7000 13999 7000 1
27730 55459 27730 1
25967 51933 25967 1
99722 556 99722 1
62203 75594 62203 1
52569 94862 52569 1
19197 38393 19197 1
70293 59414 70293 1
90175 19650 90175 1
50592 98816 50592 1
89490 21020 89490 1
31032 62063 31032 1
15590 31179 15590 1
93755 12490 93755 1
6469 12937 6469 1
97889 4222 97889 1
62210 75580 62210 1
28167 56333 28167 1
35673 71345 35673 1
22635 45269 22635 1
82994 34012 82994 1
24301 48601 24301 1
56982 86036 56982 1
87642 24716 87642 1
36350 72699 36350 1
7755 15509 7755 1
89057 21886 89057 1
11467 22933 11467 1
45517 91033 45517 1
18429 36857 18429 1
80278 39444 80278 1
95112 9776 95112 1
98014 3972 98014 1
87818 24364 87818 1
62084 75832 62084 1
27783 55565 27783 1
25453 50905 25453 1
92991 14018 92991 1
44253 88505 44253 1
95647 8706 95647 1
99111 1778 99111 1
55374 89252 55374 1
94343 11314 94343 1
76059 47882 76059 1
68485 63030 68485 1
73259 53482 73259 1
97268 5464 97268 1
12468 24935 12468 1
44969 89937 44969 1
61969 76062 61969 1
57907 84186 57907 1
92808 14384 92808 1
17561 35121 17561 1
43598 87195 43598 1
90945 18110 90945 1
13690 27379 13690 1
90637 18726 90637 1
89193 21614 89193 1
84437 31126 84437 1
3684 7367 3684 1
34035 68069 34035 1
48619 97237 48619 1
36513 73025 36513 1
54393 91214 54393 1
83382 33236 83382 1
53230 93540 53230 1
62921 74158 62921 1
9389 18777 9389 1
33095 66189 33095 1
97114 5772 97114 1
47509 95017 47509 1
26580 53159 26580 1
53785 92430 53785 1
21346 42691 21346 1
69927 60146 69927 1
19543 39085 19543 1
68923 62154 68923 1
34310 68619 34310 1
54515 90970 54515 1
3061 6121 3061 1
83736 32528 83736 1
69607 60786 69607 1
24998 49995 24998 1
73712 52576 73712 1
88184 23632 88184 1
36126 72251 36126 1
8782 17563 8782 1
3044 6087 3044 1
35409 70817 35409 1
2730 5459 2730 1
83942 32116 83942 1
68907 62186 68907 1
32362 64723 32362 1
83752 32496 83752 1
62320 75360 62320 1
72670 54660 72670 1
90855 18290 90855 1
57017 85966 57017 1
80749 38502 80749 1
29540 59079 29540 1
90395 19210 90395 1
50009 99982 50009 1
28287 56573 28287 1
89669 20662 89669 1
96362 7276 96362 1
31039 62077 31039 1
48424 96847 48424 1
72345 55310 72345 1
15483 30965 15483 1
80964 38072 80964 1
6808 13615 6808 1
84752 30496 84752 1
55475 89050 55475 1
45474 90947 45474 1
7163 14325 7163 1
98433 3134 98433 1
16312 32623 16312 1
28563 57125 28563 1
37070 74139 37070 1
67253 65494 67253 1
6383 12765 6383 1
58860 82280 58860 1
44475 88949 44475 1
66589 66822 66589 1
92992 14016 92992 1
22600 45199 22600 1
22531 45061 22531 1
24116 48231 24116 1
53940 92120 53940 1
1306 2611 1306 1
73145 53710 73145 1
41310 82619 41310 1
17143 34285 17143 1
5671 11341 5671 1
47618 95235 47618 1
20953 41905 20953 1
69870 60260 69870 1
1403 2805 1403 1
35279 70557 35279 1
91179 17642 91179 1
43145 86289 43145 1
5616 11231 5616 1
98327 3346 98327 1
95710 8580 95710 1
90401 19198 90401 1
30641 61281 30641 1
84153 31694 84153 1
73576 52848 73576 1
35295 70589 35295 1
6664 13327 6664 1
62631 74738 62631 1
58981 82038 58981 1
94267 11466 94267 1
78850 42300 78850 1
84822 30356 84822 1
47883 95765 47883 1
74381 51238 74381 1
8307 16613 8307 1
57921 84158 57921 1
24963 49925 24963 1
74056 51888 74056 1
3984 7967 3984 1
99194 1612 99194 1
18596 37191 18596 1
82892 34216 82892 1
86841 26318 86841 1
50792 98416 50792 1
51504 96992 51504 1
70738 58524 70738 1
62597 74806 62597 1
85485 29030 85485 1
38080 76159 38080 1
68312 63376 68312 1
34487 68973 34487 1
18913 37825 18913 1
35316 70631 35316 1
52869 94262 52869 1
52 103 52 1
41537 83073 41537 1
47439 94877 47439 1
4355 8709 4355 1
19177 38353 19177 1
22158 44315 22158 1
12101 24201 12101 1
52404 95192 52404 1
47687 95373 47687 1
26331 52661 26331 1
77002 45996 77002 1
79522 40956 79522 1
39631 79261 39631 1
26130 52259 26130 1
86920 26160 86920 1
72660 54680 72660 1
99299 1402 99299 1
49168 98335 49168 1
12578 25155 12578 1
67229 65542 67229 1
8165 16329 8165 1
9529 19057 9529 1
34586 69171 34586 1
78277 43446 78277 1
72749 54502 72749 1
59629 80742 59629 1
9091 18181 9091 1
26577 53153 26577 1
85841 28318 85841 1
73956 52088 73956 1
24420 48839 24420 1
68831 62338 68831 1
14436 28871 14436 1
8238 16475 8238 1
67377 65246 67377 1
76284 47432 76284 1
90852 18296 90852 1
90768 18464 90768 1
36472 72943 36472 1
88837 22326 88837 1
46276 92551 46276 1
99001 1998 99001 1
69315 61370 69315 1
75224 49552 75224 1
2180 4359 2180 1
28193 56385 28193 1
80689 38622 80689 1
66645 66710 66645 1
53171 93658 53171 1
77515 44970 77515 1
26219 52437 26219 1
18184 36367 18184 1
80087 39826 80087 1
38084 76167 38084 1
80075 39850 80075 1
23229 46457 23229 1
2997 5993 2997 1
68633 62734 68633 1
9342 18683 9342 1
74514 50972 74514 1
79276 41448 79276 1
23554 47107 23554 1
42657 85313 42657 1
66031 67938 66031 1
25427 50853 25427 1
81150 37700 81150 1
28300 56599 28300 1
247 493 247 1
42939 85877 42939 1
44545 89089 44545 1
92929 14142 92929 1
49159 98317 49159 1
29477 58953 29477 1
11628 23255 11628 1
13240 26479 13240 1
60048 79904 60048 1
84907 30186 84907 1
24999 49997 24999 1
28229 56457 28229 1
72026 55948 72026 1
90644 18712 90644 1
27771 55541 27771 1
98154 3692 98154 1
51587 96826 51587 1
38799 77597 38799 1
15193 30385 15193 1
37863 75725 37863 1
59343 81314 59343 1
84114 31772 84114 1
73140 53720 73140 1
49429 98857 49429 1
53776 92448 53776 1
66083 67834 66083 1
94819 10362 94819 1
35171 70341 35171 1
66050 67900 66050 1
19900 39799 19900 1
37903 75805 37903 1
97095 5810 97095 1
15974 31947 15974 1
93764 12472 93764 1
73800 52400 73800 1
21084 42167 21084 1
79808 40384 79808 1
40301 80601 40301 1
15793 31585 15793 1
46220 92439 46220 1
20871 41741 20871 1
81146 37708 81146 1
20631 41261 20631 1
42874 85747 42874 1
67653 64694 67653 1
81731 36538 81731 1
10337 20673 10337 1
45825 91649 45825 1
84101 31798 84101 1
64679 70642 64679 1
54118 91764 54118 1
45228 90455 45228 1
41071 82141 41071 1
95901 8198 95901 1
68070 63860 68070 1
21485 42969 21485 1
60412 79176 60412 1
39051 78101 39051 1
8554 17107 8554 1
10493 20985 10493 1
9999 19997 9999 1
37439 74877 37439 1
41389 82777 41389 1
73151 53698 73151 1
68503 62994 68503 1
27764 55527 27764 1
91863 16274 91863 1
17121 34241 17121 1
91823 16354 91823 1
18041 36081 18041 1
98310 3380 98310 1
74255 51490 74255 1
62336 75328 62336 1
53056 93888 53056 1
15067 30133 15067 1
58886 82228 58886 1
52493 95014 52493 1
41879 83757 41879 1
85484 29032 85484 1
38494 76987 38494 1
57442 85116 57442 1
55466 89068 55466 1
73369 53262 73369 1
10839 21677 10839 1
89025 21950 89025 1
24726 49451 24726 1
43827 87653 43827 1
40189 80377 40189 1
60007 79986 60007 1
4221 8441 4221 1
92894 14212 92894 1
19352 38703 19352 1
56153 87694 56153 1
30743 61485 30743 1
99699 602 99699 1
35748 71495 35748 1
99588 824 99588 1
76700 46600 76700 1
84325 31350 84325 1
73826 52348 73826 1
35628 71255 35628 1
33748 67495 33748 1
24981 49961 24981 1
66208 67584 66208 1
71296 57408 71296 1
91556 16888 91556 1
39126 78251 39126 1
52433 95134 52433 1
15940 31879 15940 1
46351 92701 46351 1
53576 92848 53576 1
92252 15496 92252 1
10598 21195 10598 1
14995 29989 14995 1
22656 45311 22656 1
79542 40916 79542 1
41297 82593 41297 1
22420 44839 22420 1
38213 76425 38213 1
95823 8354 95823 1
83362 33276 83362 1
82795 34410 82795 1
47930 95859 47930 1
77944 44112 77944 1
55408 89184 55408 1
63322 73356 63322 1
85040 29920 85040 1
24183 48365 24183 1
39120 78239 39120 1
91479 17042 91479 1
67138 65724 67138 1
79537 40926 79537 1
48414 96827 48414 1
87533 24934 87533 1
49800 99599 49800 1
69917 60166 69917 1
79106 41788 79106 1
12704 25407 12704 1
91196 17608 91196 1
69880 60240 69880 1
63994 72012 63994 1
43909 87817 43909 1
69255 61490 69255 1
76498 47004 76498 1
75740 48520 75740 1
19617 39233 19617 1
12151 24301 12151 1
55888 88224 55888 1
79059 41882 79059 1
83393 33214 83393 1
44575 89149 44575 1
48280 96559 48280 1
30734 61467 30734 1
41952 83903 41952 1
20791 41581 20791 1
78916 42168 78916 1
63209 73582 63209 1
89517 20966 89517 1
67605 64790 67605 1
958 1915 958 1
64359 71282 64359 1
68926 62148 68926 1
26306 52611 26306 1
10002 20003 10002 1
82281 35438 82281 1
27117 54233 27117 1
53031 93938 53031 1
97063 5874 97063 1
49253 98505 49253 1
55694 88612 55694 1
7194 14387 7194 1
66830 66340 66830 1
98921 2158 98921 1
26079 52157 26079 1
61192 77616 61192 1
17296 34591 17296 1
67935 64130 67935 1
99976 48 99976 1
17984 35967 17984 1
88515 22970 88515 1
31715 63429 31715 1
12671 25341 12671 1
95879 8242 95879 1
65485 69030 65485 1
28295 56589 28295 1
4284 8567 4284 1
44436 88871 44436 1
52275 95450 52275 1
81411 37178 81411 1
87703 24594 87703 1
96133 7734 96133 1
15909 31817 15909 1
10087 20173 10087 1
44782 89563 44782 1
64258 71484 64258 1
15706 31411 15706 1
12668 25335 12668 1
77042 45916 77042 1
56855 86290 56855 1
43864 87727 43864 1
84824 30352 84824 1
70931 58138 70931 1
96201 7598 96201 1
81399 37202 81399 1
88070 23860 88070 1
56054 87892 56054 1
27369 54737 27369 1
18640 37279 18640 1
53051 93898 53051 1
91676 16648 91676 1
36819 73637 36819 1
6143 12285 6143 1
37062 74123 37062 1
71380 57240 71380 1
39802 79603 39802 1
46515 93029 46515 1
77245 45510 77245 1
50349 99302 50349 1
50889 98222 50889 1
87409 25182 87409 1
14542 29083 14542 1
78898 42204 78898 1
75730 48540 75730 1
70751 58498 70751 1
14595 29189 14595 1
84408 31184 84408 1
70789 58422 70789 1
36155 72309 36155 1
63213 73574 63213 1
71501 56998 71501 1
44718 89435 44718 1
4783 9565 4783 1
78344 43312 78344 1
59969 80062 59969 1
85008 29984 85008 1
93870 12260 93870 1
74776 50448 74776 1
87332 25336 87332 1
4071 8141 4071 1
76093 47814 76093 1
7830 15659 7830 1
24019 48037 24019 1
42946 85891 42946 1
39447 78893 39447 1
34757 69513 34757 1
46190 92379 46190 1
35580 71159 35580 1
19033 38065 19033 1
98924 2152 98924 1
11478 22955 11478 1
91025 17950 91025 1
40388 80775 40388 1
4203 8405 4203 1
18091 36181 18091 1
45156 90311 45156 1
35371 70741 35371 1
71651 56698 71651 1
31679 63357 31679 1
65230 69540 65230 1
48793 97585 48793 1
35320 70639 35320 1
98460 3080 98460 1
75237 49526 75237 1
86836 26328 86836 1
45638 91275 45638 1
97221 5558 97221 1
8532 17063 8532 1
57220 85560 57220 1
2008 4015 2008 1
57358 85284 57358 1
2007 4013 2007 1
61776 76448 61776 1
12632 25263 12632 1
46491 92981 46491 1
39632 79263 39632 1
18763 37525 18763 1
54308 91384 54308 1
46092 92183 46092 1
34830 69659 34830 1
99785 430 99785 1
25613 51225 25613 1
16684 33367 16684 1
